source,date,headline,entities
standard,2012-12-05,High drama as 'Railonzo' pact is signed while Mudavadi joins Uhuru-Ruto alliance,"raila, kalonzo, mudavadi, uhuru"
standard,2012-12-06,"Kanu supports Uhuru, Ruto Mudavadi pac","kanu, uhuru, mudavadi, ruto"
standard,2012-12-06,"Court opens window for more parties in Uhuru, Ruto case","uhuru, ruto"
standard,2012-12-07,"4 MPs warn Uhuru, Ruto over Mudavadi","uhuru, ruto, mudavadi"
standard,2012-12-07,: Uhuru's TNA dilemma?,"uhuru, tna"
standard,2012-12-07,: Uhuru aonywa asimuachie Mudavadi nafasi,"uhuru, mudavadi"
standard,2012-12-10,Mudavadi Uhuru head for Tuesday showdow,"mudavadi, uhuru"
standard,2012-12-10,: TNA mps against Uhuru stepping dow,"tna, uhuru"
standard,2012-12-10,: 'Uhuruto' alliance on rocks,"uhuru, ruto"
standard,2012-12-10,Uhuru-Mudavadi: A forced arranged marriage?,"uhuru, mudavadi"
standard,2012-12-11,"Ngilu ditches Cord for Uhuru, Ruto alliance","cord, uhuru, ruto, ngilu"
standard,2012-12-11,"How Uhuru, Ruto beat Raila to Mudavadi","raila, mudavadi, uhuru, ruto"
standard,2012-12-12,"Storm in Uhuru, Ruto coalition over Ngilu","uhuru, ruto, ngilu"
standard,2012-12-13,Leave top seat for Uhuru Mudavadi told,"uhuru, mudavadi"
standard,2012-12-15,"Lobby seeks more time to serve papers to Uhuru, Ruto","uhuru, ruto"
standard,2012-12-16,Will Uhuru team endorse Musalia?,"uhuru, mudavadi"
standard,2012-12-16,"Envoys deny Uhuru, Ruto travel ban claims","uhuru, ruto"
standard,2012-12-16,UK US say no ban on Uhuru and Ruto,"uk, usa, uhuru, ruto"
standard,2012-12-16,"Uhuru, Ruto hint at Mudavadi being their coalition flagbearer","uhuru, ruto, mudavadi"
standard,2012-12-17,"Confusion grips Uhuru, Ruto alliance","uhuru, ruto"
standard,2012-12-17,"Uhuru, Ruto yet to be served with suit papers","uhuru, ruto"
standard,2012-12-18,Uhuru Musalia in stalemate,"uhuru, mudavadi"
standard,2012-12-18,Why Uhuru should shelve State House bid for now,"uhuru, state house"
standard,2012-12-18,"Uhuru, Ruto served with court papers","uhuru, ruto"
standard,2012-12-19,Drama as Mudavadi Uhuru reveal secrets,"mudavadi, uhuru"
standard,2012-12-19,Uhuru agreed to back Mudavadi,"uhuru, mudavadi"
standard,2012-12-19,Uhuru rescinds decision to back Mudavadi,"uhuru, mudavadi"
standard,2012-12-19,Mudavadi: Uhuru agreed to step down back me,"mudavadi, uhuru"
standard,2012-12-20,Mudavadi Uhuru get week to pick leader,"mudavadi, uhuru"
standard,2012-12-20,: Jubilee crisis deepens as Mudavadi claims Uhuru endorsed him,"mudavadi, uhuru, jubilee"
standard,2012-12-20,ICC big dilemma over Uhuru-Ruto presidency,"icc, uhuru, ruto"
standard,2012-12-20,Ruto: Uhuru was not forced to back Mudavadi,"uhuru, mudavadi, ruto"
standard,2012-12-20,Uhuru blames devil for stepping down in favour of Mudavadi,"uhuru, mudavadi"
standard,2012-12-21,Uhuru Mudavadi get a week to pick Jubilee flag bearer,"uhuru,mudavadi, jubilee"
standard,2012-12-21,Consequences of an Uhuru-Ruto presidency,"uhuru, ruto"
standard,2012-12-22,UhuruRuto speech to oust Mudavadi : Press conference,"mudavadi, uhuru, ruto"
standard,2012-12-22,Uhuru-Ruto power deal assaults the s conscience,"uhuru, ruto"
standard,2012-12-23,Uhuru: CORD puppet of Wes,"uhuru, cord, west"
standard,2012-12-23,"Annan Bensouda remarks may prejudice Uhuru, Ruto ICC cases","annan, bensouda, uhuru, ruto, icc"
standard,2012-12-23,Uhuru might lose the State House race with Jubilee,"uhuru, state house, jubilee"
standard,2012-12-25,: Uhuru ateuliwa na Jubilee,"uhuru, jubilee"
standard,2012-12-25,"Uhuru, Ruto accept endorsement as Jubilee alliance flag bearer","uhuru, ruto, jubilee"
standard,2012-12-26,Ruto: I did not join Uhuru because of ICC,"uhuru, icc, ruto"
standard,2012-12-27,Open letter to Uhuru and Ruto,"uhuru, ruto"
standard,2012-12-28,"Uhuru, Ruto top list of MPs who must resig","uhuru, ruto"
standard,2012-12-29,Kajwang tells off Uhuru over UDF,"kajwang, uhuru, udf"
standard,2012-12-30,Leaders insincere on threats of sanctions over Uhuru-Ruto wi,"uhuru, ruto"
standard,2012-12-31,"Deal with UDF returns to haunt Uhuru, Ruto","udf, uhuru, ruto"
standard,2013-01-01,"Deputy Speaker dismisses Uhuru, Ruto candidature","farah maalim, uhuru, ruto"
standard,2013-01-01,"Karua claims Uhuru, Raila unsuitable","karua, uhuru, raila"
standard,2013-01-03,"Mudavadi's revenge against Uhuru, Ruto","mudavadi, uhuru, ruto"
standard,2013-01-06,Electing Uhuru-Ruto wont affect Kenya,"uhuru, ruto"
standard,2013-01-07,"Mudavadi sure of trouncing Raila, Uhuru in polls","mudavadi, raila, uhuru"
standard,2013-01-07,": Uhuru, Ruto campaigns in Nyanza","uhuru, ruto, nyanza"
standard,2013-01-07,"Jubilee is a national alliance not a tribal outfit say Uhuru, Ruto","uhuru, ruto, jubilee"
standard,2013-01-09,"ICC tightens Uhuru, Ruto murder charges","icc, uhuru, ruto"
standard,2013-01-09,"Witnesses against Uhuru, Ruto to be revealed on Wednesday","uhuru, ruto"
standard,2013-01-09,"Uhuru, Ruto asked to name campaign financiers","uhuru, ruto"
standard,2013-01-09,Kiunjuri Muriithi engage Uhuru in popularity contest in Laikipia,"kiunjuri, uhuru, laikipia"
standard,2013-01-10,"Why Uhuru, Ruto ticket is bad  for Kenya","uhuru, ruto"
standard,2013-01-11,ICC releases evidence on UhuruRuto cases,"icc, uhuru, ruto"
standard,2013-01-12,"AG says no to Uhuru, Ruto asset freeze","githu, uhuru, ruto"
standard,2013-01-13,"Leaders defend Uhuru, Ruto leadership skills","uhuru, ruto"
standard,2013-01-13,Uhuru: Jubilee will serve Kenyans,"uhuru, jubilee"
standard,2013-01-13,"Uhuru, Ruto campaign in Kericho","uhuru, ruto, kericho"
standard,2013-01-14,Uhuru accuses Cord of hatespeech,"uhuru, cord"
standard,2013-01-14,Muungano wa Jubilee Uhuru Park,"jubilee, uhuru park"
standard,2013-01-14,"Return looted property Raila tells Uhuru, Ruto","raila, uhuru, ruto"
standard,2013-01-15,I am clean Uhuru tells Raila over stolen wealth,"uhuru, raila"
standard,2013-01-16,"Mudavadi asks Raila, Uhuru to back his State House bid","mudavadi, raila, uhuru, state house"
standard,2013-01-23,TNA losers divide Uhuru Central support base,"tna, uhuru, central"
standard,2013-01-23,"CORD takes on Uhuru, Ruto over ICC charges","cord, uhuru, ruto, icc"
standard,2013-01-26,"Poll: Raila, Uhuru will not win elections round one","raila, uhuru"
standard,2013-01-26,Raila leads Uhuru in tight contest survey shows,"raila, uhuru"
standard,2013-01-28,Uhuru and Mudavadi hit out at Raila team,"uhuru, mudavadi, raila"
standard,2013-01-31,Uhuru cleared to contest by IEBC,"uhuru, iebc"
standard,2013-02-01,"Uhuru, Ruto cases set for mentio","uhuru, ruto"
standard,2013-02-02,"ICC: Mention of Uhuru, Ruto cases set for Feb 14","icc, uhuru, ruto"
standard,2013-02-02,"Uhuru, Ruto to unveil Jubilee manifesto at Kasarani","uhuru, ruto, kasarani, jubilee"
standard,2013-02-04,"Peter Kenneths take on Raila, Uhuru feud","pk, raila, uhuru"
standard,2013-02-04,Uhuru Full speech - Jubilee Blueprin,"uhuru, jubilee"
standard,2013-02-05,Raila says Uhuru cant be trusted with land reform,"raila, uhuru"
standard,2013-02-06,"Uhuru, Ruto integrity suit faces hurdles","uhuru, ruto"
standard,2013-02-06,"Uhuru, Ruto ON OBAMA STATEMENT","uhuru, ruto, obama"
business_daily,2013-02-07,IEBC asks court to dismiss Uhuru case,"iebc, uhuru"
standard,2013-02-07,"Uhuru, Ruto integrity case ruling due next week","uhuru, ruto"
standard,2013-02-07,"Uhuru, Ruto to know their fate next week","uhuru, ruto"
standard,2013-02-08,"Raila, Uhuru parties battle internal strife","raila, uhuru"
standard,2013-02-09,"Why Raila, Uhuru may need Mudavadi","raila, uhuru, mudavadi"
standard,2013-02-09,"Uhuru, Muthaura want revising of charges stopped","uhuru, muthaura"
standard,2013-02-10,How Annan the West may have elected a Uhuru-Ruto presidency,"annan, west, uhuru, ruto"
standard,2013-02-10,Kenyatta and Odinga land debate,"uhuru, raila"
standard,2013-02-11,"CORD warns against electing Uhuru, Ruto","cord, uhuru, ruto"
standard,2013-02-12,Mugo admits Kenyatta family owns huge tracts of land but defends Uhur,"mugo, kenyatta, uhuru"
standard,2013-02-13,"ICC: Uhuru, Ruto explore  link use","icc, uhuru, ruto"
standard,2013-02-13,ICC case against Uhuru proceeds despite claim witness lied,"icc, uhuru"
standard,2013-02-14,Uhuru rated high on ICC and security issues,"uhuru, icc"
standard,2013-02-14,Uhuru and Ruto to attend ICC court virtually,"uhuru, icc, ruto"
standard,2013-02-14,"Church cautions over Uhuru, Ruto candidacy","uhuru, ruto"
standard,2013-02-14,IPSOS polls indicate Uhuru led in the debate,"ipsos, uhuru"
standard,2013-02-14,ICC status conference for Uhuru and Ruto,"icc, uhuru, ruto"
standard,2013-02-15,"Uhuru, Ruto strategy to delay trials","uhuru, ruto"
standard,2013-02-15,IMF: Uhuru win no threat to economy,"uhuru, imf"
standard,2013-02-15,Like it or not race is down to Uhuru and Raila,"uhuru, raila"
standard,2013-02-15,"Uhuru, Muthaura want ICC trial delayed","uhuru, muthaura, icc"
standard,2013-02-15,Uhuru na Muthaura wataka kesi zao kucheleweshwa,"uhuru, muthaura"
standard,2013-02-15,"Uhuru, Ruto prepare to tour Nyanza","nyanza, uhuru, ruto"
standard,2013-02-16,"Its all-clear for Uhuru, Ruto","uhuru, ruto"
standard,2013-02-16,"poll shows Uhuru, Raila contest will be too close to call","uhuru, raila"
standard,2013-02-16,"Its the all-clear for Uhuru, Ruto","uhuru, ruto"
standard,2013-02-16,"Raila lauds verdict on Uhuru, Ruto","raila, uhuru, ruto"
standard,2013-02-16,"Court ruling on Uhuru, Ruto case to be challenged","uhuru, ruto"
standard,2013-02-16,"Court clears Uhuru, Ruto to vie","uhuru, ruto"
standard,2013-02-16,"Waruinge dismisses NCCK caution against Uhuru, Ruto","waruinge, ncck, uhuru, ruto"
standard,2013-02-16,Kesi ya maadili dhidi ya Uhuru na Ruto yaamuliwa,"uhuru, ruto"
standard,2013-02-18,Uhuru dismisses CORD rigging claims,"uhuru, cord"
standard,2013-02-18,In the next presidential debate give us Raila and Uhuru only,"raila, uhuru"
standard,2013-02-18,"Mudavadi: Raila, Uhuru  divisive","mudavadi, raila, uhuru"
standard,2013-02-19,"Raila, Uhuru eligibility challenged at Supreme Cour","raila, uhuru, supreme court"
standard,2013-02-19,"Suit to block Raila, Uhuru at Supreme Cour","raila, uhuru, supreme court"
standard,2013-02-20,"Raila, Uhuru neck and neck in 3  polls","raila, uhuru"
standard,2013-02-20,Uhuru intensifies campaigns in Kisii,"uhuru, kisii"
standard,2013-02-20,Uhuru attacks Raila over 27 election violence,"uhuru, raila"
standard,2013-02-21,"CJ got threats over Uhuru, Ruto case","uhuru, ruto,mutunga"
standard,2013-02-22,Uhuru asks voters to elect TNA candidates,"uhuru, tna"
standard,2013-02-23,Uhuru overtakes Raila in latest poll,"uhuru, raila"
standard,2013-02-24,Uhuru tells Raila to concede defeat if Cord lose polls,"uhuru, raila, cord"
standard,2013-02-27,CORD accuses Uhuru of opposing free primary Educatio,"cord, uhuru"
standard,2013-02-28,Uhuru roots for Kiraitu drops six-piece call,"uhuru, kiraitu"
standard,2013-02-28,"Raila, Uhuru fight claims over land","raila, uhuru"
standard,2013-03-01,Uhuru rallies Jubilee behind Waitit,"uhuru, waititu, jubilee"
standard,2013-03-01,Uhuru blames Raila for slow growth,"uhuru, raila"
standard,2013-03-02,Uhuru promises fish factory in Homa Bay,"uhuru, homa bay"
standard,2013-03-04,"Raila, Uhuru vow to keep peace after elections","raila, uhuru"
standard,2013-03-04,Jubilee final pitch at Uhuru Park,"jubilee, uhuru park"
standard,2013-03-05,Jubilee presidential candidate Uhuru votes in Gatund,"uhuru, gatundu, jubilee"
standard,2013-03-05,"Uhuru, Raila take early lead","uhuru, raila"
standard,2013-03-05,Uhuru confident Jubilee will triumph,"uhuru, jubilee"
standard,2013-03-09,Nakuru beams as Uhuru wins,"nakuru, uhuru"
standard,2013-03-09,Uhuru and Ruto leave Bomas with power trappings,"uhuru, bomas, ruto"
standard,2013-03-09,"Uhuru, Ruto enjoy trappings of power after wi","uhuru, ruto"
standard,2013-03-09,IEBC declares Uhuru Kenyas fourth presiden,"iebc, uhuru"
standard,2013-03-09,Raila to contest Uhurus wi,"raila, uhuru"
business_daily,2013-03-11,Stage set for Cord to challenge Uhurus election in cour,"cord, uhuru"
business_daily,2013-03-11,"Raila, VP, question Uhuru security briefings","raila, kalonzo, uhuru"
standard,2013-03-12,Uhuru says his ICC case cannot stand without Muthauras,"uhuru, icc, muthaura"
standard,2013-03-12,Pongezi kwa Rais Mteule Uhuru kutoka kwa Raphael Tuju wa Poa,"uhuru, tuju"
standard,2013-03-13,Uhuru fights off ICC charges,"uhuru, icc"
standard,2013-03-13,"Kibaki invites Uhuru, Ruto to State House","kibaki, uhuru, ruto, state house"
standard,2013-03-13,"President Kibaki meets Uhuru, Ruto","kibaki, uhuru, ruto"
standard,2013-03-13,President Kibaki meets President-elect Uhuru and his deputy Ruto,"kibaki, uhuru"
standard,2013-03-13,"Uhuru, Railas top ten counties revealed","uhuru, raila"
standard,2013-03-14,Nine out of 1 voted in Raila and Uhuru turfs IEBC data shows,"raila, uhuru, iebc"
standard,2013-03-14,"Uhuru, Ruto to attend prayer service","uhuru, ruto"
standard,2013-03-15,"State defends Uhuru, Ruto briefings","uhuru, ruto"
standard,2013-03-15,CORD begins fight to overturn Uhuru wi,"cord, uhuru"
standard,2013-03-15,Uhuru meets women leaders,"uhuru, women"
standard,2013-03-15,Mau Mau veterans laud Uhuru for historic wi,"mau mau, uhuru"
standard,2013-03-15,Bensouda: Uhuru not off the hook,"uhuru, bensouda"
standard,2013-03-16,"Uhuru, Ruto reassure constitutional commissions","uhuru, ruto"
standard,2013-03-16,Hearing set for Uhuru plea to return case to Pre-Trial Chamber,"uhuru, pretrial chamber"
business_daily,2013-03-17,Cord challenges Uhuru poll victory in cour,"cord, uhuru"
standard,2013-03-17,Uhuru signs pact with Musalia,"uhuru, mudavadi"
standard,2013-03-17,Uhuru in Coast visi,"uhuru, coast"
business_daily,2013-03-18,Raila petition says Uhuru didnt cross 5pc mark,"raila, uhuru"
standard,2013-03-18,"Uhuru, Ruto re call for peace","uhuru, ruto"
standard,2013-03-18,Knut boss pledges support for Uhuru Government wants jobs freeze lifted,"knut, uhuru"
standard,2013-03-19,Uhuru to challenge ICC case,"uhuru, icc"
standard,2013-03-19,President Elect Uhuru peace message from Coas,"coast, uhuru"
standard,2013-03-20,Uhuru asks Odinga to stop claims but PM says he won,"uhuru, raila"
standard,2013-03-20,Uhuru and Raila re-run strategy,"uhuru, raila"
standard,2013-03-20,Muthama faults Uhuru for using presidential je,"uhuru, muthama"
standard,2013-03-20,Uhuru amtaka Raila kusubiri uamuzi wa mahakama,"uhuru, raila"
standard,2013-03-21,"Uhuru, Ruto respond to Raila poll petitio","uhuru, ruto, raila"
standard,2013-03-23,My congrats to Uhuru and Ruto will have to wai,"uhuru, ruto"
standard,2013-03-23,ICC judges allow prosecutor to amend Uhuru charges,"icc, uhuru"
standard,2013-03-23,Raila amkosoa rais mteule Uhuru,"raila, uhuru"
standard,2013-03-23,ICC amends Uhuru's charges,"icc, uhuru"
standard,2013-03-24,The power brokers behind Uhuru-Ruto,"uhuru, ruto"
standard,2013-03-24,Treasury swayed by Uhurus ambitious economic goodies,"treasury, uhuru"
standard,2013-03-24,"Key Uhuru, Ruto allies to miss out on plum positions","uhuru, ruto"
standard,2013-03-24,Post-election deal with Uhuru splits Musalia Eugene,"uhuru, mudavadi, wamalwa"
standard,2013-03-25,"Uhuru, Raila lawyers called to set petition rules","uhuru, raila"
standard,2013-03-25,Rais Mteule Uhuru azuru Eldoret wakiwa na makamu wake Ruto,"uhuru, ruto, eldoret"
business_daily,2013-03-26,Wests about-turn on Uhuru quite telling,"west, uhuru"
standard,2013-03-29,Uhuru dismisses Railas evidence on poll rigging,"uhuru, raila"
standard,2013-03-29,Uhuru on the spot over Supreme Court commen,"uhuru, supreme court"
standard,2013-03-29,"If Uhuru, Ruto will kill Opposition were cooked","uhuru, ruto"
standard,2013-03-29,Uhuru apologises over Supreme Court commen,"uhuru, supreme court"
standard,2013-03-30,"Bensouda rejects Uhuru, Ruto  link appearances","bensouda, uhuru, ruto"
business_daily,2013-03-31,Uhuru's poll win upheld as Raila accepts Supreme Court ruling,"uhuru, raila, supreme court"
standard,2013-03-31,Uhuru set to be sworn in after Supreme Court verdic,"uhuru, supreme court"
standard,2013-03-31,Raila accepts Court Verdict and wishes Uhuru Luck,"raila, uhuru"
standard,2013-03-31,US China congratulate Uhuru,"usa, china, uhuru, kenyatta"
standard,2013-03-31,Riots break out in Nyanza after court endorses Uhuru wi,"nyanza, uhuru"
standard,2013-04-01,UK US UN and Kofi Anan messages to President elect Uhuru,"uk, usa, un, annan, uhuru"
standard,2013-04-01,MRC wamtambua Uhuru kama Rais wakitaka atatue shida zao,"mrc, uhuru"
standard,2013-04-02,Gideon lauds Uhuru wishes him well,"gideon, uhuru"
standard,2013-04-02,Will UhuRuto marriage stand the tides of ?,"uhuru, ruto"
standard,2013-04-02,Matayarisho ya kumwapisha Uhuru Kasarani yakamilika,"uhuru, kasarani"
standard,2013-04-03,Uhuru: Why ICC should drop charges against me,"uhuru, icc"
standard,2013-04-03,Uhuru and Ruto headache crafting a  cabine,"uhuru, ruto"
standard,2013-04-03,Swearing in of Uhuru and Ruto is y,"uhuru, ruto"
standard,2013-04-03,Utaratibu wa kumwapisha Uhuru na Ruto,"uhuru, ruto"
standard,2013-04-03,Leaders locals tell Uhuru to resettle IDPs,"uhuru, idps"
standard,2013-04-04,Western envoys to attend Uhurus inauguratio,"uhuru, western"
standard,2013-04-04,Uhurus wife to hold Bible during oath taking,"uhuru, margaret"
standard,2013-04-04,All is y for swearing in of Uhuru and Ruto at Kasarani,"uhuru, kasarani, ruto"
standard,2013-04-04,Museveni to speak at Uhurus swearing in ceremony,"museveni, uhuru"
standard,2013-04-06,How Kiambu coffee wars pushed Uhuru into,"kiambu, uhuru"
standard,2013-04-06,Uhuru tells why wife will hold Bible day declared holiday,"uhuru, margaret"
standard,2013-04-07,The interests at play in shaping Uhuru-Ruto Cabine,"uhuru, ruto"
standard,2013-04-07,Uhuru pledges to work with Obama,"uhuru, obama"
standard,2013-04-07,President-elect Uhuru please do not follow the footsteps of Kibaki,"uhuru, kibaki"
standard,2013-04-08,Bashir Zuma to attend Uhuru inauguratio,"bashir, zuma, uhuru"
standard,2013-04-08,CORD leaders in South Africa ahead of Uhurus big day,"cord, south africa, uhuru"
standard,2013-04-08,"Muthaura optimistic ICC will free Uhuru, Ruto","muthaura, icc, uhuru, ruto"
business_daily,2013-04-09,Mois plot for Central vote started Uhurus 18-year walk to power,"moi, central, uhuru"
standard,2013-04-10,Ex-Zambian president stopped from attending Uhurus inauguratio,"zambia, uhuru, rupiah banda"
standard,2013-04-10,Uhuru arrives at Kasarani for Kenya's historic momen,"uhuru, kasarani, kenya"
standard,2013-04-10,Kimemia invites public to Uhuru inauguratio,"uhuru, kimemia"
standard,2013-04-10,Uhuru visits Harambee House office briefed on proceedings,"uhuru, harambee"
standard,2013-04-10,Nyanza County Representatives to boycott Uhuru inauguratio,"nyanza, uhuru"
standard,2013-04-10,Kenya set for historic Uhuru swearing i,"kenya, uhuru"
standard,2013-04-10,Residents jubilant as IDPs ask Uhuru to resettle them,"uhuru, idps"
standard,2013-04-10,Change of Guard from Mwai Kibaki to Uhuru,"kibaki, uhuru"
standard,2013-04-11,"Uhuru, Ruto cabinet watch","uhuru, ruto"
standard,2013-04-11,Uhuru meets Kabila roots for peace,"uhuru, kabila"
standard,2013-04-11,Western media reports on Uhuru inauguratio,"uhuru, western"
standard,2013-04-11,"Court insists Uhuru, Ruto cases to go on despite wi","uhuru, ruto"
